title,year,trakt_rating,trakt_id,imdb_id,tmdb_id,url,released,runtime,genres,Poster Link,Background poster,Description (long),Producer,Director(s),Writer(s),Stars,budget,budger_currency,worldwide_gross,worldwide_gross_currency
What Just Happened,2008,5.54252,4420,tt0486674,8944,https://trakt.tv/movies/what-just-happened-2008,2008-10-17,104,"comedy,drama",https://image.tmdb.org/t/p/original/o88aPDDMtdwQsPyXqSKhu98jjru.jpg,https://image.tmdb.org/t/p/original/d8azJCepCuGlJeEc4kw3AxzzvYS.jpg,"During the course of an ordinary week in Hollywood, movie producer Ben must navigate his way through shark-infested waters as he struggles to complete his latest projects. A demanding studio boss demands extensive changes to a movie starring Sean Penn, while another chief won't greenlight a project unless star Bruce Willis shaves his beard. Meanwhile, Ben tries to reconcile with his wife and maintain a relationship with his young daughter.",Art Linson; Barry Levinson; Jane Rosenthal; Mark Allan; Robert De Niro,Barry Levinson,Art Linson,Robert De Niro; Sean Penn; Bruce Willis; Robin Wright; Stanley Tucci,25000000,USD,6673422,USD
Wild Bill,1995,6.32843,47625,tt0114938,65796,https://trakt.tv/movies/wild-bill-1995,1995-12-01,98,"western,action,drama,history",https://image.tmdb.org/t/p/original/g5sQTDwc4BcvRCBAhnujhBPIEO1.jpg,https://image.tmdb.org/t/p/original/yo8EUyqcVsrJbhUkvc3FCu3R8tl.jpg,Biopic about famous gunslinger Wild Bill Hickock. The early career of legendary lawman is telescoped and culminates in his relocation in Deadwood and a reunion with Calamity Jane.,Lili Fini Zanuck; Richard D. Zanuck,Walter Hill,Walter Hill,Jeff Bridges; Ellen Barkin; John Hurt; Diane Lane; Keith Carradine,30000000,USD,2193982,USD
Wonka,2023,7.11663,624003,tt6166392,787699,https://trakt.tv/movies/wonka-2023,2023-12-08,117,"family,comedy,musical,fantasy",https://image.tmdb.org/t/p/original/qhb1qOilapbapxWQn9jtRCMwXJF.jpg,https://image.tmdb.org/t/p/original/oyK2a8tMn6cmzilaUmKWYqNXzay.jpg,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",Alexandra Derbyshire; David Heyman; Luke Kelly,Paul King,Paul King; Simon Farnaby,Timothée Chalamet; Calah Lane; Keegan-Michael Key; Hugh Grant; Paterson Joseph,125000000,USD,634502312,USD
World Trade Center,2006,6.41072,1232,tt0469641,1852,https://trakt.tv/movies/world-trade-center-2006,2006-08-09,129,"drama,history,thriller",https://image.tmdb.org/t/p/original/bfTiVc8kxq8uRXeblV3Ct35APGu.jpg,https://image.tmdb.org/t/p/original/1PtzrpMbuYg9rfWpEkm6qwN63oW.jpg,"Two police officers struggle to survive when they become trapped beneath the rubble of the World Trade Center on September 11, 2001.",Debra Hill; Michael Shamberg; Moritz Borman; Stacey Sher,Oliver Stone,Andrea Berloff,Nicolas Cage; Maria Bello; Connor Paolo; Anthony Piccininni; Alexa Gerasimovich,63000000,USD,163200000,USD
xXx: State of the Union,2005,5.71204,6753,tt0329774,11679,https://trakt.tv/movies/xxx-state-of-the-union-2005,2005-04-29,101,"action,adventure,crime,thriller",https://image.tmdb.org/t/p/original/9Bmvsv11yf4eIHRePul7sFO1Oh.jpg,https://image.tmdb.org/t/p/original/vBDHS8bdo5vzqaaqviMupznoRaN.jpg,Darius Stone's criminal record and extreme sports obsession make him the perfect candidate to be the newest XXX agent. He must save the U.S. government from a deadly conspiracy led by five-star general and Secretary of Defense George Deckert.,Arne Schmidt; Neal H. Moritz,Lee Tamahori,Simon Kinberg,Ice Cube; Samuel L. Jackson; Willem Dafoe; Scott Speedman; Peter Strauss,87000000,USD,71410636,USD
13,2010,6.14005,30604,tt0798817,44982,https://trakt.tv/movies/13-2010,2010-03-12,91,"drama,thriller",https://image.tmdb.org/t/p/original/eJAVjARKe3YBabnbhdbYWXD7Hdg.jpg,https://image.tmdb.org/t/p/original/hkUXAhF2oYDGiWeEVpCVQA8cE2W.jpg,"A naive young man assumes a dead man's identity and finds himself embroiled in an underground world of power, violence, and chance where men gamble behind closed doors on the lives of other men.",Jeanette B. Milio; Rick Schwartz; Simon O'Leary; Valerio Morabito,Gela Babluani,Gregory Pruss,Sam Riley; Jason Statham; Mickey Rourke; Ray Winstone; 50 Cent,,,3701600,
211,2018,5.8201,347685,tt4976192,500919,https://trakt.tv/movies/211-2018,2018-06-08,86,"action,crime,thriller",https://image.tmdb.org/t/p/original/81RColr4rau6DZ7z9eMsksokcfk.jpg,https://image.tmdb.org/t/p/original/7eTWQb475pM9H3NEOiUzGYASEx0.jpg,"Inspired by one of the longest and bloodiest real-life events in police history, Officer Mike Chandler and a young civilian passenger find themselves under-prepared and outgunned when fate puts them squarely in the crosshairs of a daring bank heist in progress by a fearless team of highly-trained and heavily-armed men.",Isaac Florentine; Jeffrey Greenstein; Jonathan Yunger; Les Weldon,York Alec Shackleton,John Rebus,Nicolas Cage; Sophie Skelton; Michael Rainey Jr.; Dwayne Cameron; Weston Cage,,,1052222,
#UNFIT: The Psychology of Donald Trump,2020,7.43976,430556,tt12304596,581802,https://trakt.tv/movies/unfit-the-psychology-of-donald-trump-2020,2020-09-01,83,documentary,https://image.tmdb.org/t/p/original/3DgSiNMiHh1JreAOjWseAO3vyJb.jpg,https://image.tmdb.org/t/p/original/NlXqUUOiW9Etq8GacF5dOxe36Q.jpg,"Medical doctors and mental health professionals go on camera, on the record, for the record, for a discussion, analysis, and science-based examination of the behavior, psyche, condition, and stability of President Donald Trump. Also examines Trump's effect on our citizenry, culture, and institutions.",Art Horan; Dan Partland,Dan Partland,Dan Partland,George Thomas Conway III; Malcolm Nance; John Gartner; Lance Dodes; Justin Frank,,,,
100 Streets,2016,6.66958,223960,tt2990126,334532,https://trakt.tv/movies/100-streets-2016,2016-11-11,93,drama,https://image.tmdb.org/t/p/original/1s5j2raM0vSQ5pqB41TKN44oO0d.jpg,https://image.tmdb.org/t/p/original/qulaFkn5A5HZ2KMRbMj7N8DsuzU.jpg,"Three extraordinary stories covering infidelity, adoption, and a drug dealer turned actor intertwine as characters meet in the streets of London.",Idris Elba; Leon Butler; Pippa Cross; Ros Hubbard,Jim O'Hanlon,Leon Butler,Idris Elba; Gemma Arterton; Tom Cullen; Ryan Gage; Kierston Wareing,,,,
15 Minutes,2001,6.26986,1833,tt0179626,2749,https://trakt.tv/movies/15-minutes-2001,2001-03-01,120,"action,crime,thriller",https://image.tmdb.org/t/p/original/1qGyTDp4K4J2RjGtT5hR81ilX9r.jpg,https://image.tmdb.org/t/p/original/dGm3XpCrvwU7DmMz7UFViJtKAYg.jpg,"When Eastern European criminals Oleg and Emil come to New York City to pick up their share of a heist score, Oleg steals a video camera and starts filming their activities, both legal and illegal. When they learn how the American media circus can make a remorseless killer look like the victim and make them rich, they target media-savvy NYPD Homicide Detective Eddie Flemming and media-naive FDNY Fire Marshal Jordy Warsaw, the cops investigating their murder and torching of their former criminal partner, filming everything to sell to the local tabloid TV show ""Top Story.""",David Blocker; John Herzfeld; Keith Addis; Nick Wechsler,John Herzfeld,John Herzfeld,Robert De Niro; Edward Burns; Kelsey Grammer; Avery Brooks; Melina Kanakaredes,,,56359980,
16 Blocks,2006,6.77971,1542,tt0450232,2207,https://trakt.tv/movies/16-blocks-2006,2006-03-03,105,"action,adventure,crime,thriller",https://image.tmdb.org/t/p/original/cBLqMVfTZpuKmMQKDLKusb93dbR.jpg,https://image.tmdb.org/t/p/original/snUdoOV9oQCLYFBKk99POiYpWvj.jpg,"An aging cop is assigned the ordinary task of escorting a fast-talking witness from police custody to a courthouse, but they find themselves running the gauntlet as other forces try to prevent them from getting there.",Arnold Rifkin; Avi Lerner; Jim Van Wyck; John Thompson; Randall Emmett,Richard Donner,Richard Wenk,Bruce Willis; Yasiin Bey; David Morse; Jenna Stern; Casey Sander,,,65664721,
2 Guns,2013,7.04293,91859,tt1272878,136400,https://trakt.tv/movies/2-guns-2013,2013-08-02,109,"action,comedy,crime",https://image.tmdb.org/t/p/original/ptURGAFktibhk7DEAbMazlmNqWa.jpg,https://image.tmdb.org/t/p/original/swyPgOP2lffHfMjeZKNnNFR9P88.jpg,A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.,Adam Siegel; Andrew Cosby; George Furla; Marc Platt; Norton Herrick; Randall Emmett; Ross Richie,Baltasar Kormákur,Blake Masters,Denzel Washington; Mark Wahlberg; Paula Patton; Edward James Olmos; Bill Paxton,,,131940411,
2022 Back That Year Up with Kevin Hart & Kenan Thompson,2022,6,854214,tt25041284,1062253,https://trakt.tv/movies/2022-back-that-year-up-with-kevin-hart-kenan-thompson-2022,2022-12-23,71,comedy,https://image.tmdb.org/t/p/original/gjbjkzWcYi9f8L0sTu2PuzByhMW.jpg,https://image.tmdb.org/t/p/original/DCTdBfu9BcLPdq48dOPwIIC6oQ.jpg,"Kevin Hart and Kenan Thompson take an irreverent, unfiltered look at the biggest moments from 2022 in pop culture, social media, politics and sports.",Kat Geller,Leslie Small,,Kevin Hart; Kenan Thompson; Quinta Brunson; Nick Cannon; Terry Crews,,,,
21 Grams,2003,7.40184,372,tt0315733,470,https://trakt.tv/movies/21-grams-2003,2003-11-21,124,"crime,drama,thriller",https://image.tmdb.org/t/p/original/wZ0l6or5juuVWqDkLEgaghs4f9l.jpg,https://image.tmdb.org/t/p/original/5SgrtPH6kBmmHao0PofxpvOYfWC.jpg,"Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife and mother of two girls; and Jack Jordan, a born-again ex-con, are brought together by a terrible accident that changes their lives.",Alejandro González Iñárritu; Robert Salerno,Alejandro González Iñárritu,Guillermo Arriaga,Sean Penn; Naomi Watts; Benicio del Toro; Charlotte Gainsbourg; Danny Huston,,,60427839,
24 Hours to Live,2017,6.81134,317407,tt5442456,470114,https://trakt.tv/movies/24-hours-to-live-2017,2017-10-26,94,"thriller,science-fiction,action,mystery",https://image.tmdb.org/t/p/original/w0MXP33x1bq48TDC7IaNqQ8nxcc.jpg,https://image.tmdb.org/t/p/original/tiBHjdxmWhpjneUmhhp75yJyNEO.jpg,An assassin seeks redemption after being given a second chance at life.,Basil Iwanyk; Gregory Ouanhon; Mark Gao,Brian Smrz,Jim McClain; Ron Mita; Zach Dean,Ethan Hawke; Xu Qing; Paul Anderson; Rutger Hauer; Tyrone Keogh,,,5800000,
28 Years Later: The Bone Temple,2026,6.4375,1033738,tt32141377,1272837,https://trakt.tv/movies/28-years-later-the-bone-temple-2026,2026-01-14,90,"horror,science-fiction,thriller",https://image.tmdb.org/t/p/original/r9JPGoCtlMfhy47gtFs1wUMX2mB.jpg,https://image.tmdb.org/t/p/original/cLhfq37nIrybfnamu0qStIh4pyo.jpg,Dr. Kelson finds himself in a shocking new relationship - with consequences that could change the world as they know it - and Spike's encounter with Jimmy Crystal becomes a nightmare he can't escape.,Alex Garland; Andrew Macdonald; Bernard Bellew; Danny Boyle; Peter Rice,Nia DaCosta,Alex Garland,Ralph Fiennes; Alfie Williams; Jack O'Connell; Aaron Taylor-Johnson; Chi Lewis-Parry,,,,
3 Days to Kill,2014,6.7227,120007,tt2172934,192102,https://trakt.tv/movies/3-days-to-kill-2014,2014-02-14,113,"drama,thriller,action",https://image.tmdb.org/t/p/original/8xOH2JhBHPmk2ZCniBpWhiZ6xeC.jpg,https://image.tmdb.org/t/p/original/oL4Ycdowo8BFyDvNeMImcpiarIH.jpg,"A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.",Adi Hasak; Luc Besson; Marc Libert; Ryan Kavanaugh; Virginie Besson-Silla,McG,Adi Hasak; Luc Besson,Kevin Costner; Amber Heard; Hailee Steinfeld; Connie Nielsen; Tómas Lemarquis,,,53260230,
3:10 to Yuma,2007,7.58029,3015,tt0381849,5176,https://trakt.tv/movies/3-10-to-yuma-2007,2007-09-07,122,western,https://image.tmdb.org/t/p/original/voMB69AsLnPNmtfbrBl0lbeFKDH.jpg,https://image.tmdb.org/t/p/original/2eznGndOi8s9CGReAvcQ8PEULwm.jpg,"In Arizona in the late 1800s, infamous outlaw Ben Wade and his vicious gang of thieves and murderers have plagued the Southern Railroad. When Wade is captured, Civil War veteran Dan Evans, struggling to survive on his drought-plagued ranch, volunteers to deliver him alive to the ""3:10 to Yuma"", a train that will take the killer to trial.",Cathy Konrad,James Mangold,Derek Haas; Halsted Welles; Michael Brandt,Russell Crowe; Christian Bale; Peter Fonda; Gretchen Mol; Ben Foster,,,70000000,
5 Days of War,2011,6.05469,35399,tt1486193,50601,https://trakt.tv/movies/5-days-of-war-2011,2011-08-18,113,"drama,war",https://image.tmdb.org/t/p/original/hnMThO1o6zyKAY0C3LUmccVg7SU.jpg,https://image.tmdb.org/t/p/original/yHw26MRmwu8HDKsDsWJZZt3XEi.jpg,"An American journalist and his cameraman are caught in the combat zone during the first Russian airstrikes against Georgia. Rescuing Tatia, a young Georgian schoolteacher separated from her family during the attack, the two reporters agree to help reunite her with her family in exchange for serving as their interpreter. As the three attempt to escape to safety, they witness--and document--the devastation from the full-scale crossfire and cold-blooded murder of innocent civilians.",George Lascu; Koba Nakopia; Mirza Davitaia; Renny Harlin,Renny Harlin,Mikko Alanne,Rupert Friend; Emmanuelle Chriqui; Richard Coyle; Heather Graham; Johnathon Schaech,,,87793,
57 Seconds,2023,6.21573,751911,tt18083578,937249,https://trakt.tv/movies/57-seconds-2023,2023-09-29,99,"thriller,science-fiction,action",https://image.tmdb.org/t/p/original/dfS5qHWFuXyZQnwYREwb7N4qU5p.jpg,https://image.tmdb.org/t/p/original/wcEGMvOzCPjPABa4jbTDF2UOx53.jpg,"When a tech blogger lands an interview with a tech guru and stops an attack on him, he finds a mysterious ring that takes him back 57 seconds into the past.",Gary Lucchesi; Griff Furst; Lori McCreary; Thomas P. Vitale,Rusty Cundieff,Macon Blair; Rusty Cundieff,Josh Hutcherson; Morgan Freeman; Lovie Simone; Greg Germann; Bevin Bru,,,,
6 Underground,2019,6.64941,357288,tt8106534,509967,https://trakt.tv/movies/6-underground-2019,2019-12-13,128,"action,thriller,comedy",https://image.tmdb.org/t/p/original/lnWkyG3LLgbbrIEeyl5mK5VRFe4.jpg,https://image.tmdb.org/t/p/original/eFw5YSorHidsajLTayo1noueIxI.jpg,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",Dana Goldberg; David Ellison; Don Granger; Ian Bryce; Michael Bay,Michael Bay,Paul Wernick; Rhett Reese,Ryan Reynolds; Mélanie Laurent; Manuel Garcia-Rulfo; Ben Hardy; Adria Arjona,,,,
8 Heads in a Duffel Bag,1997,5.97143,8347,tt0118541,13982,https://trakt.tv/movies/8-heads-in-a-duffel-bag-1997,1997-04-18,95,"comedy,crime,adventure,mystery",https://image.tmdb.org/t/p/original/dbjS5UH7JvsQwSLMYMY5GQOSwv1.jpg,https://image.tmdb.org/t/p/original/vPIrxnLMIpSQBPN0g0hWBUsxWyL.jpg,"Mafia hitman Tommy Spinelli is flying to San Diego with a bag that holds eight severed heads, which he's bringing to his superiors to prove that some troublesome rival mobsters are permanently out of the picture. When his bag gets accidentally switched at the airport, Tommy must track down his duffel bag and the 8 heads it contains.",Brad Krevoy; John Bertolli; Steven Stabler,Tom Schulman,Tom Schulman,Joe Pesci; Andy Comeau; Kristy Swanson; Todd Louiso; George Hamilton,,,3602884,
8MM 2,2005,5,3875,tt0448172,7295,https://trakt.tv/movies/8mm-2-2005,2005-11-22,106,"drama,mystery,thriller",https://image.tmdb.org/t/p/original/bSikt4O0ZrR8xVrsP8wliGybZwU.jpg,https://image.tmdb.org/t/p/original/taBSKBL12daKRfCmqaZPttWl5JS.jpg,"Entering a seamy underground world of peep shows, nude clubs, and live Internet sex is David Huxley, an aspiring politician who has everything to lose. Secretly filmed in a steamy three-way with his fiancée Tish and a gorgeous young model, David is desperate to find the extortionist who's demanding an exorbitant amount of money for the negatives. But when the blackmail trail ends in murder and David is kidnapped, Tish must come up with $5 million ransom or her fiancé's once-promising career, and life, may come to a dead end.",Carol Kottenbrook; Scott Einbinder,J.S. Cardone,Robert Sullivan,Johnathon Schaech; Lori Heuring; Julie Benz; Valentine Pelka; Zita Görög,,,,
97 Minutes,2023,5.22993,754915,tt16496386,940241,https://trakt.tv/movies/97-minutes-2023,2023-07-10,93,"thriller,action,drama",https://image.tmdb.org/t/p/original/eYGyR8xF8emNs9AJAJSyLXu56kR.jpg,https://image.tmdb.org/t/p/original/qbWtbhoKtqta3rQDOe5ed80oB1X.jpg,"A hijacked 767 will crash in just 97 minutes when its fuel runs out. Against the strong will of NSA Deputy Toyin, NSA Director Hawkins prepares to have the plane shot down before it does any catastrophic damage on the ground, leaving the fate of the innocent passengers in the hands of Tyler, one of the alleged hijackers on board who is an undercover Interpol agent - or is he?",Jake Seal; Jamie R. Thompson; Pavan Grover,Timo Vuorensola,Pavan Grover,Jonathan Rhys Meyers; Alec Baldwin; MyAnna Buring; Jo Martin; Michael Sirow,,,,
A Beautiful Day in the Neighborhood,2019,7.26817,348923,tt3224458,501907,https://trakt.tv/movies/a-beautiful-day-in-the-neighborhood-2019,2020-09-18,109,"drama,history,family",https://image.tmdb.org/t/p/original/p9vCAVhDK375XyobVcKqzqzsUHE.jpg,https://image.tmdb.org/t/p/original/cSJMk9Jar8SibFXL8JAF9p2fhKu.jpg,"An award-winning cynical journalist, Lloyd Vogel, begrudgingly accepts an assignment to write an Esquire profile piece on the beloved television icon Fred Rogers. After his encounter with Rogers, Vogel's perspective on life is transformed.",Leah Holzer; Marc Turtletaub; Peter Saraf; Youree Henley,Marielle Heller,Micah Fitzerman-Blue; Noah Harpster,Matthew Rhys; Tom Hanks; Chris Cooper; Susan Kelechi Watson; Maryann Plunkett,,,67900000,
A Bronx Tale,1993,7.96676,1056,tt0106489,1607,https://trakt.tv/movies/a-bronx-tale-1993,1993-10-01,121,"crime,drama",https://image.tmdb.org/t/p/original/sDbO6LmLYtyqAoFTPpRcMgPSCEO.jpg,https://image.tmdb.org/t/p/original/krYelh3x8VdSeAqOSd81NTek1aw.jpg,"Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.",Jane Rosenthal; Jon Kilik; Robert De Niro,Robert De Niro,Chazz Palminteri,Robert De Niro; Chazz Palminteri; Lillo Brancato; Francis Capra; Taral Hicks,,,17287898,
A Call to Spy,2020,6.92376,436662,tt7698468,589612,https://trakt.tv/movies/a-call-to-spy-2020,2020-10-02,124,"drama,history,crime",https://image.tmdb.org/t/p/original/cK5D0ss2LLSZtOZKvgOVTcCdXIE.jpg,https://image.tmdb.org/t/p/original/XPMsLvZBD25wC8AM1ersvUKnmn.jpg,"The story of Vera Atkins, a crafty spy recruiter, and two of the first women she selects for Churchill's ""secret army"": Virginia Hall, a daring American undaunted by a disability and Noor Inayat Khan, a pacifist. These civilian women form an unlikely sisterhood while entangled in dangerous missions to turn the tide of the war.",Sarah Megan Thomas,Lydia Dean Pilcher,Sarah Megan Thomas,Sarah Megan Thomas; Stana Katic; Radhika Apte; Linus Roache; Rossif Sutherland,,,,
A Civil Action,1998,6.9465,4711,tt0120633,9422,https://trakt.tv/movies/a-civil-action-1998,1998-12-25,115,drama,https://image.tmdb.org/t/p/original/2AVF1cjRGOfaB4oteSzxvHiQ3hR.jpg,https://image.tmdb.org/t/p/original/vcI8kweLIpGv7jb9NWVunOyZ2O7.jpg,"Jan Schlickmann is a cynical lawyer who goes out to 'get rid of' a case, only to find out it is potentially worth millions. The case becomes his obsession, to the extent that he is willing to give up everything—including his career and his clients' goals—in order to continue the case against all odds.",Rachel Pfeffer; Robert Redford; Scott Rudin; Steven Zaillian,Steven Zaillian,Steven Zaillian,John Travolta; Robert Duvall; Tony Shalhoub; William H. Macy; Željko Ivanek,,,56709981,
A Day to Die,2022,5.44336,691138,tt14412366,864116,https://trakt.tv/movies/a-day-to-die-2022,2022-03-04,101,"action,thriller,crime,drama",https://image.tmdb.org/t/p/original/8Kce1utfytAG5m1PbtVoDzmDZJH.jpg,https://image.tmdb.org/t/p/original/hcNM0HjfPonIzOVy6LVTDBXSfMq.jpg,"A disgraced parole officer is indebted to a local gang leader and forced to pull off a series of dangerous drug heists within twelve hours in order to pay the $2 million dollars he owes, rescue his kidnapped pregnant wife, and settle a score with the city's corrupt police chief, who is working with the gang leader and double-crossed him years ago.",Andrew van den Houten; Curtis Nichouls; DJ Dodd; Leo Ohaebosim; Wes Miller,Wes Miller,Rab Berry; Scott Mallace; Wes Miller,Kevin Dillon; Bruce Willis; Leon; Frank Grillo; Gianni Capaldi,,,,
A Hitman in London,2015,5.0229,204584,tt3120960,323966,https://trakt.tv/movies/a-hitman-in-london-2015,2015-10-13,97,"action,crime",https://image.tmdb.org/t/p/original/4xy9mg9c1YW38kBKLLA8AoaUs7s.jpg,https://image.tmdb.org/t/p/original/qHLkjbHOcbtfBiMi7nFTE8fbqWr.jpg,"After his last assignment ended with the death of an innocent woman, a hitman's new job in London is compromised when he is overcome with guilt, and ends up helping a desperate woman who is caught up in a human trafficking operation.",,Ara Paiaya,Adam Davidson,Mickey Rourke; Daryl Hannah; Eric Roberts; Michael Madsen; Dominique Swain,,,,
A Love Song for Bobby Long,2004,6.95038,5183,tt0369672,9953,https://trakt.tv/movies/a-love-song-for-bobby-long-2004,2004-09-02,119,drama,https://image.tmdb.org/t/p/original/7HoqdnUpIcK1CnFDNNONPZ9PBoi.jpg,https://image.tmdb.org/t/p/original/q4LEUp7vCwriH18PiGEX3Be9hq5.jpg,A headstrong young woman returns to New Orleans after the death of her estranged mother.,Anson Downes; Bob Yari; Chad Marting; David Lancaster; Jamie Gordon; Linda Favila; R. Paul Miller; Shainee Gabel; T. Rafael Cimino,Shainee Gabel,Shainee Gabel,John Travolta; Scarlett Johansson; Gabriel Macht; Deborah Kara Unger; Dane Rhodes,,,1841260,
A Million Miles Away,2023,7.4631,805692,tt21940010,1002185,https://trakt.tv/movies/a-million-miles-away-2023,2023-09-08,122,"drama,history",https://image.tmdb.org/t/p/original/kMI3tgxLAZbzGOVlorUBva0kriS.jpg,https://image.tmdb.org/t/p/original/23HvwdsAQeL0MxN9fm3d8m1NaPw.jpg,"The life of engineer and former NASA astronaut José M. Hernández, the first migrant farmworker to go to space.",Campbell G. McInnes; Mark Ciardi,Alejandra Márquez Abella,Alejandra Márquez Abella; Bettina Gilois; Hernán Jiménez,Michael Peña; Rosa Salazar; Julio Cesar Cedillo; Veronica Falcón; Juanpi Monterrubio,,,,
A Million Ways to Die in the West,2014,6.51937,117784,tt2557490,188161,https://trakt.tv/movies/a-million-ways-to-die-in-the-west-2014,2014-05-30,116,"comedy,western",https://image.tmdb.org/t/p/original/n9SicwnoNGWBwE75le27sUhCLMm.jpg,https://image.tmdb.org/t/p/original/zJRVO9G5c7tTfDRvfC13nUDqXdH.jpg,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",Jason Clark; Scott Stuber; Seth MacFarlane,Seth MacFarlane,Alec Sulkin; Seth MacFarlane; Wellesley Wild,Seth MacFarlane; Charlize Theron; Amanda Seyfried; Liam Neeson; Giovanni Ribisi,,,86400000,
A Most Violent Year,2014,6.81503,147084,tt2937898,241239,https://trakt.tv/movies/a-most-violent-year-2014,2014-12-31,124,"crime,drama,thriller",https://image.tmdb.org/t/p/original/j0fmC8xFw6cuiREcSajob0MTD6K.jpg,https://image.tmdb.org/t/p/original/aivbF72gqeFvEyi62PGjKuB3eh0.jpg,"A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built.",Anna Gerb; J.C. Chandor; Neal Dodson,J.C. Chandor,J.C. Chandor,Oscar Isaac; Jessica Chastain; David Oyelowo; Alessandro Nivola; Elyes Gabel,,,12007070,
A Score to Settle,2019,6.09958,347681,tt3758162,500922,https://trakt.tv/movies/a-score-to-settle-2019,2019-08-02,103,"action,thriller,drama,crime",https://image.tmdb.org/t/p/original/7LwB71jzfmbweqYvNGCHNXnwedo.jpg,https://image.tmdb.org/t/p/original/fcjOngTcwB2DurqKP2vwMs6qsTl.jpg,A former mob enforcer who is released from prison after serving 22 years for a crime he didn't commit sets out on a path for revenge against the people who wronged him.,Danielle Masters; Eric Gozlan; Kevin DeWalt,Shawn Ku,John Newman,Nicolas Cage; Noah Le Gros; Karolina Wydra; Benjamin Bratt; Mohamed Karim,,,,
A Soldier's Revenge,2021,5.42105,539188,tt9302994,695576,https://trakt.tv/movies/a-soldier-s-revenge-2021,2020-06-16,140,western,https://image.tmdb.org/t/p/original/tJkYXEfM2teq48u3HBcvvjgqIb1.jpg,https://image.tmdb.org/t/p/original/wVNAjyRdbZgGMOdXrBMDH7L1pEG.jpg,"Haunted by wartime horrors, Civil War soldier-turned-bounty-hunter Frank Connor spends his time post-war polishing off two things: whiskey and fugitives. When two desperate children arrive on his doorstep and enlist his help to find their missing mother, Frank must face his past in order to take down the notorious Major Briggs, with whom he has a score all his own to settle.",Michael Feifer; Peter Sherayko,Michael Feifer,Michael Feifer,Neal Bledsoe; Rob Mayes; Val Kilmer; AnnaLynne McCord; Jake Busey,,,,
A Wrinkle in Time,2018,5.86144,260750,tt1620680,407451,https://trakt.tv/movies/a-wrinkle-in-time-2018,2018-03-09,109,"adventure,family,fantasy,science-fiction",https://image.tmdb.org/t/p/original/yAcb58vipewa1BfNit2RjE6boXA.jpg,https://image.tmdb.org/t/p/original/mx6zzr2H34fXMsBmL2it8NsmKF1.jpg,"After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.",Catherine Hand; Jim Whitaker,Ava DuVernay,Jeff Stockwell; Jennifer Lee,Storm Reid; Oprah Winfrey; Reese Witherspoon; Mindy Kaling; Levi Miller,,,132675864,
About My Father,2023,6.35648,661276,tt8373206,829051,https://trakt.tv/movies/about-my-father-2023,2023-05-26,90,comedy,https://image.tmdb.org/t/p/original/eHcXyH207gLJCMLECRlBtXDK12X.jpg,https://image.tmdb.org/t/p/original/5pNH4IvHu4A0Fhbtecklw3QFYyY.jpg,"Encouraged by his girlfriend Ellie, Sebastian and his Italian immigrant father, Salvo, spend the 4th of July weekend with her wealthy and exceedingly eccentric family. The gathering soon develops into a culture clash, allowing father and son to discover the true meaning of family.",Andrew Miano; Chris Weitz; Judi Brown-Marmel; Paul Weitz,Laura Terruso,Austen Earl; Sebastian Maniscalco,Sebastian Maniscalco; Robert De Niro; Leslie Bibb; Anders Holm; David Rasche,,,18167819,
Across the Line: The Exodus of Charlie Wright,2010,5.5,36403,tt1663193,51823,https://trakt.tv/movies/across-the-line-the-exodus-of-charlie-wright-2010,2010-12-29,94,"action,crime,drama,thriller",https://image.tmdb.org/t/p/original/wICNztMLSZjTPEYGuNX95loPJXg.jpg,https://image.tmdb.org/t/p/original/jq2PByYoXK6K0rbdL41C2yjGK8E.jpg,"The story centers on Charlie, a Los Angeles billionaire financial whiz who goes into self-imposed exile in Tijuana after his empire is revealed to have been a Ponzi scheme. While looking for the woman he abandoned there 25 years before, Charlie is pursued by a Mexican gangster, a federal agent and thugs sent by a former client looking to retrieve his money.",Geoffrey Ross; Jacov Bresler,R. Ellis Frazier,R. Ellis Frazier,Aidan Quinn; Andy García; Mario Van Peebles; Danny Pino; Claudia Ferri,,,,
