title,year,trakt_rating,trakt_id,imdb_id,tmdb_id,url,released,runtime,genres,Poster Link,Background poster,Description (long),Producer,Director(s),Writer(s),Stars,budget,budger_currency,worldwide_gross,worldwide_gross_currency
Act of Valor,2012,6.96353,55799,tt1591479,75674,https://trakt.tv/movies/act-of-valor-2012,2012-02-24,110,"action,thriller,war",https://image.tmdb.org/t/p/original/1Xcd5ci69pVXMPP02DU11Ffq0yY.jpg,https://image.tmdb.org/t/p/original/bHefJgSTO3JOZy9fETN6cWpvbMX.jpg,"When a covert mission to rescue a kidnapped CIA operative uncovers a chilling plot, an elite, highly trained U.S. SEAL team speeds to hotspots around the globe, racing against the clock to stop a deadly terrorist attack.",Mike McCoy; Scott Waugh,Mike McCoy; Scott Waugh,Kurt Johnstad,Roselyn Sánchez; Jason Cottle; Alex Veadov; Nestor Serrano; Ailsa Marshall,,,82499399,
Acts of Vengeance,2017,6.70133,320624,tt6288694,445954,https://trakt.tv/movies/acts-of-vengeance-2017,2017-10-27,87,"action,drama,thriller",https://image.tmdb.org/t/p/original/8dzAMMqEubPItk8EXrUXe0wyuzn.jpg,https://image.tmdb.org/t/p/original/3naOwcmYNZfd80kC1OXmembjc8j.jpg,"A fast-talking lawyer transforms his body and takes a vow of silence, not to be broken until he finds out who killed his wife and daughter and has his revenge.",Boaz Davidson; John Thompson; Les Weldon; Yariv Lerner,Isaac Florentine,Matt Venne,Antonio Banderas; Karl Urban; Paz Vega; Robert Forster; Cristina Serafini,,,320705,
Adventureland,2009,6.76393,10209,tt1091722,16614,https://trakt.tv/movies/adventureland-2009,2009-04-03,107,"comedy,drama,romance",https://image.tmdb.org/t/p/original/eeSJNAR1aWcgANq26KWIHm3cbyB.jpg,https://image.tmdb.org/t/p/original/88R3QYgd4hGO8JKp9Dyc0Nq3vQ4.jpg,"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.",Anne Carey; Sidney Kimmel; Ted Hope,Greg Mottola,Greg Mottola,Jesse Eisenberg; Kristen Stewart; Martin Starr; Kristen Wiig; Bill Hader,,,17200000,
Affairs of State,2018,6.12308,377316,tt4180556,528998,https://trakt.tv/movies/affairs-of-state-2018,2018-06-15,98,"drama,thriller,romance",https://image.tmdb.org/t/p/original/jw3CFmGrfs4qUf3Aih9xgN5BTqu.jpg,https://image.tmdb.org/t/p/original/9dx7vTeoUO6CrMHMn8qxq87GTDU.jpg,"A young campaign aide gets in way over his head when he sleeps with the wife of a presidential candidate, sending him into a downward spiral of corruption and blackmail.",Eric Bross; Stephen Israel,Eric Bross,Tom Cudworth,David Corenswet; David James Elliott; Thora Birch; Mimi Rogers; Adrian Grenier,,,,
After the Sunset,2004,6.7056,5766,tt0367479,10589,https://trakt.tv/movies/after-the-sunset-2004,2004-11-12,97,"action,comedy,crime,drama",https://image.tmdb.org/t/p/original/wMvkiwh2wqtCtCT955lquPqwcaz.jpg,https://image.tmdb.org/t/p/original/4aPNUEIcXK7ISOV6qiQpTekGQez.jpg,"An FBI agent is suspicious of two master thieves, quietly enjoying their retirement near what may - or may not - be the biggest score of their careers.",Alissa Ferguson; Beau Flynn; James M. Freitag; Jay Stern; Tripp Vinson,Brett Ratner,Craig Rosenberg; Paul Zbyszewski,Pierce Brosnan; Salma Hayek Pinault; Woody Harrelson; Don Cheadle; Naomie Harris,,,61300000,
Afterburn,2025,6.12291,354421,tt1210027,507244,https://trakt.tv/movies/afterburn-2025,2025-09-19,105,"comedy,science-fiction,action",https://image.tmdb.org/t/p/original/o56GXr0H888NJjN3E6auc04MWTC.jpg,https://image.tmdb.org/t/p/original/kHOfxq7cMTXyLbj0UmdoGhT540O.jpg,"Set against the backdrop of a postapocalyptic Earth whose Eastern Hemisphere was destroyed by a massive solar flare, leaving what life remains mutated from radiation and fallout. The story revolves around a group of treasure hunters who extract such objects as the Mona Lisa, the Rosetta Stone and the Crown Jewels while facing rival hunters, mutants and pirates.",Dave Bautista; Neal H. Moritz; Steve Richards; Toby Jaffe,J.J. Perry,Matt Johnson; Nimród Antal,Dave Bautista; Olga Kurylenko; Kristofer Hivju; Samuel L. Jackson; Daniel Bernhardt,,,184758,
Against the Clock,2019,4.3299,216734,tt3813094,336007,https://trakt.tv/movies/against-the-clock-2019,2019-01-11,102,"thriller,action",https://image.tmdb.org/t/p/original/i8Y2hrGkY1Ih08V7TiJd3IuQeL5.jpg,https://image.tmdb.org/t/p/original/jTkhUEvJpppGo8O8ouPtJ6tHtc3.jpg,"After a CIA Agent is seriously injured during a mission, his wife, a former CIA operative, becomes determined to find out what happened - a truth the CIA Director wants concealed at all cost.",Janet DuBois; Mark Polish; Michael Benaroya,Mark Polish,Mark Polish,Dianna Agron; Mark Polish; Andy García; James Frain; Bar Paly,,,,
Agatha and the Curse of Ishtar,2019,6.22269,490105,tt10964992,655730,https://trakt.tv/movies/agatha-and-the-curse-of-ishtar-2019,2019-12-15,95,crime,https://image.tmdb.org/t/p/original/zSunawMF2FVq7qZffwIIxsYKVjn.jpg,https://image.tmdb.org/t/p/original/srnFenJObmgXcMC5gaFI7f3Aidt.jpg,"On an archaeological dig in Iraq, author Agatha Christie uncovers a series of murders.",Carol Harding; Tom Dalton,Sam Yates,Tom Dalton,Lyndsey Marshal; Jonah Hauer-King; Bronagh Waugh; Rory Fleck-Byrne; Jack Deam,,,,
Agatha and the Midnight Murders,2020,5.92746,589539,tt11062400,749395,https://trakt.tv/movies/agatha-and-the-midnight-murders-2020,2020-10-07,91,"mystery,drama",https://image.tmdb.org/t/p/original/irV5m9TNccLSluETdX2KNy6noGp.jpg,https://image.tmdb.org/t/p/original/kFtimh1ZmUldpjve6NriUcnggtP.jpg,"As bombs fall on London, writer Agatha Christie decides it is time to kill off her most famous creation.",Carol Harding; Tom Dalton,Joe Stephenson,Tom Dalton,Helen Baxendale; Blake Harrison; Jacqueline Boatswain; Gina Bramhill; Daniel Caltagirone,,,,
Agatha and the Truth of Murder,2018,6.42157,421469,tt9381998,570352,https://trakt.tv/movies/agatha-and-the-truth-of-murder-2018,2018-12-23,93,"mystery,drama",https://image.tmdb.org/t/p/original/c9RzNEpejLkEBVH7cGNekpec8hS.jpg,https://image.tmdb.org/t/p/original/jHHaLH1ZFNaIjIQqZDN1f6hq12K.jpg,"England, December 1926. Although her personal life is in tatters, the famous writer Agatha Christie decides to leave everything behind to help unravel an unsolved murder committed on a train six years ago, unable to imagine the disproportionate consequences that such a selfless act will cause.",Brett Wilson,Terry Loane,Tom Dalton,Ruth Bradley; Pippa Haywood; Dean Andrews; Bebe Cave; Blake Harrison,,,77542,
Age of Heroes,2011,6.14699,24904,tt1590950,38540,https://trakt.tv/movies/age-of-heroes-2011,2011-09-09,90,"action,drama,thriller,war",https://image.tmdb.org/t/p/original/aQQbOn1jMfb8bJBhhwrEsDV5474.jpg,https://image.tmdb.org/t/p/original/c7AoabHfWYkRNPJuhSBvjDarGu5.jpg,"The true story of the formation of Ian Fleming's 30 Commando unit, a precursor for the elite forces in the U.K.",James Brown; Lex Lutzus; Nick O'Hagan,Adrian Vitoria,Adrian Vitoria; Ed Scates,Sean Bean; Izabella Miko; Danny Dyer; James D'Arcy; Sebastian Street,,,,
Agent Game,2022,5.59907,698208,tt14168394,872542,https://trakt.tv/movies/agent-game-2022,2022-04-08,90,"action,thriller",https://image.tmdb.org/t/p/original/yG05YYiKHNtbsqFUfrmCxGQj5zc.jpg,https://image.tmdb.org/t/p/original/i1Lx1Whonfh8awXkYx3bGinK2V8.jpg,"Harris, a CIA interrogator at an Agency black site, finds himself the target of a rendition operation after being scapegoated for an interrogation gone horribly wrong. As the team tasked to bring Harris in begins to question their orders -- and each other --Olsen, a senior intelligence officer, and his subordinate, Visser, raise the stakes. Now, it's up to Harris and some newfound allies to uncover the truth and turn the tables.",Tyler W. Konney,Grant S. Johnson,Mike Langer; Tyler W. Konney,Mel Gibson; Dermot Mulroney; Adan Canto; Katie Cassidy; Jason Isaacs,,,,
Agora,2009,7.13212,16067,tt1186830,26428,https://trakt.tv/movies/agora-2009,2009-10-09,127,"adventure,drama,history",https://image.tmdb.org/t/p/original/1xsFa6I5vDd2UI1AJ1tsW7BUChv.jpg,https://image.tmdb.org/t/p/original/bdms9QMM4y6NBKIvXDINsKnK0Fj.jpg,"A historical drama set in Roman Egypt, concerning philosopher Hypatia of Alexandria and her relationship with her slave Davus, who is torn between his love for her and the possibility of gaining his freedom by joining the rising tide of Christianity.",Fernando Bovaira,Alejandro Amenábar,Alejandro Amenábar; Mateo Gil,Rachel Weisz; Max Minghella; Oscar Isaac; Ashraf Barhom; Michael Lonsdale,,,39457342,
Air,2023,7.43158,775413,tt16419074,964980,https://trakt.tv/movies/air-2023,2023-04-05,111,"drama,history",https://image.tmdb.org/t/p/original/76AKQPdH3M8cvsFR9K8JsOzVlY5.jpg,https://image.tmdb.org/t/p/original/aT3sRVqgpkyCo23fp9myVfKPWbA.jpg,Discover the game-changing partnership between a then undiscovered Michael Jordan and Nike's fledgling basketball division which revolutionized the world of sports and culture with the Air Jordan brand.,Ben Affleck; David Ellison; Jason Michael Berman; Jeff Robinov; Madison Ainley; Matt Damon; Peter Guber,Ben Affleck,Alex Convery,Matt Damon; Ben Affleck; Jason Bateman; Chris Messina; Viola Davis,,,90100000,
Air America,1990,6.48092,6879,tt0099005,11856,https://trakt.tv/movies/air-america-1990,1990-08-10,112,"action,adventure,comedy,drama",https://image.tmdb.org/t/p/original/2cVANiDU7AdSLGgs4T7dpgyU2SK.jpg,https://image.tmdb.org/t/p/original/kZlR7MHis9FwDO2kPX0YHJB3rgP.jpg,"Air America was the CIA's private airline operating in Laos during the Vietnam War, running anything and everything from soldiers to foodstuffs for local villagers. After losing his pilot's license, Billy Covington is recruited, and ends up in the middle of a bunch of lunatic pilots, gun-running by his friend Gene Ryack, and opium smuggling by his own superiors.",Daniel Melnick; Jon Jashni,Roger Spottiswoode,John Eskow; Richard Rush,Mel Gibson; Robert Downey Jr.; Nancy Travis; Ken Jenkins; David Marshall Grant,,,57661269,
Air Force One Down,2024,6.32409,904649,tt27708700,1124127,https://trakt.tv/movies/air-force-one-down-2024,2024-02-09,84,"action,thriller",https://image.tmdb.org/t/p/original/nKPoSD4pZ3s3CJ9g3cqWRcQ41TC.jpg,https://image.tmdb.org/t/p/original/u0P5drNyTrZoGyJONPcZGbv1mNP.jpg,"On her first assignment aboard Air Force One, a rookie Secret Service agent faces the ultimate test when terrorists hijack the plane, intent on derailing a pivotal energy deal. With the President's life on the line and a global crisis at stake, her bravery and skills are pushed to the limit in a relentless battle that could change the course of history.",James Bamford; Steven Paul,James Bamford,Steven Paul,Katherine McNamara; Ian Bohen; Dascha Polanco; Rade Šerbedžija; Paul S. Tracey,,,,
Airplane II: The Sequel,1982,6.62291,1796,tt0083530,2665,https://trakt.tv/movies/airplane-ii-the-sequel-1982,1982-12-10,85,comedy,https://image.tmdb.org/t/p/original/zs7Pjyabt0fwe2XqIx0gnF9Q4np.jpg,https://image.tmdb.org/t/p/original/54ZrrcUdMJuulbUc3CDEpKqrlBw.jpg,"A faulty computer causes a passenger space shuttle to head straight for the sun, and man-with-a-past Ted Striker must save the day and get the shuttle back on track – again – all the while trying to patch up his relationship with Elaine.",,Ken Finkleman,Ken Finkleman,Lloyd Bridges; Raymond Burr; Chuck Connors; Rip Torn; John Dehner,,,27150534,
Alarum,2025,5.27474,1012109,tt31456973,1249289,https://trakt.tv/movies/alarum-2025,2025-01-17,95,"action,crime,thriller",https://image.tmdb.org/t/p/original/ckyYZf5cGTSOwF8LWIRqeThyh18.jpg,https://image.tmdb.org/t/p/original/qSOMdbZ6AOdHR999HWwVAh6ALFI.jpg,"Two married spies caught in the crosshairs of an international intelligence network will stop at nothing to obtain a critical asset. Joe and Lara are agents living off the grid whose quiet retreat at a winter resort is blown to shreds when members of the old guard suspect the two may have joined an elite team of rogue spies, known as Alarum.",Gwen Osborne; Joel Cohen; Randall Emmett,Michael Polish,Alexander Vesha,Scott Eastwood; Sylvester Stallone; Willa Fitzgerald; Mike Colter; D.W. Moffett,,,,
Ali,2001,6.91388,4226,tt0248667,8489,https://trakt.tv/movies/ali-2001,2001-12-10,157,drama,https://image.tmdb.org/t/p/original/hBE9VTgwmHbIBkJ0uxrnmqJOpkm.jpg,https://image.tmdb.org/t/p/original/bot4HZT2FWmq8IEcq7MhIVJSj1I.jpg,"In 1964, a brash, new pro boxer, fresh from his Olympic gold medal victory, explodes onto the scene: Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with his proud public self-confidence and his unapologetic belief that he is the greatest boxer of all time. Yet at the top of his game, both Ali's personal and professional lives face the ultimate test.",A. Kitman Ho; James Lassiter; Jon Peters; Michael Mann; Paul Ardaji,Michael Mann,Christopher Wilkinson; Eric Roth; Michael Mann; Stephen J. Rivele,Will Smith; Jamie Foxx; Jon Voight; Mario Van Peebles; Ron Silver,,,87812729,
All the King's Men,2006,6.00247,1148,tt0405676,1717,https://trakt.tv/movies/all-the-king-s-men-2006,2006-09-10,125,"drama,thriller",https://image.tmdb.org/t/p/original/j7vfi9M0GwOvn5bywzheF7oQ7w.jpg,https://image.tmdb.org/t/p/original/xvUKPJ9PXrh7904qZI0tbNlTMlZ.jpg,"The story of an idealist's rise to power in the world of Louisiana politics and the corruption that leads to his ultimate downfall. Based on the 1946 Pulitzer Prize-winning novel written by Robert Penn Warren, loosely based on the story of real-life politician Huey Long.",Ken Lemberger; Mike Medavoy; Steven Zaillian,Steven Zaillian,Steven Zaillian,Sean Penn; Jude Law; Anthony Hopkins; Kate Winslet; Mark Ruffalo,,,9450897,
All the Old Knives,2022,6.38849,302414,tt3706352,294793,https://trakt.tv/movies/all-the-old-knives-2022,2022-04-07,101,"thriller,mystery",https://image.tmdb.org/t/p/original/g4tMniKxol1TBJrHlAtiDjjlx4Q.jpg,https://image.tmdb.org/t/p/original/xicKILMzPn6XZYCOpWwaxlUzg6S.jpg,"When the CIA discovers one of its agents leaked information that cost more than 100 people their lives, veteran operative Henry Pelham is assigned to root out the mole with his former lover and colleague Celia Harrison.",Matt Jackson; Nick Wechsler; Paula Mae Schwartz; Steve Schwartz,Janus Metz,Olen Steinhauer,Chris Pine; Thandiwe Newton; Jonathan Pryce; Laurence Fishburne; Corey Johnson,,,,
Aloha,2015,6.06295,136908,tt1243974,222936,https://trakt.tv/movies/aloha-2015,2015-05-29,105,"comedy,romance,drama",https://image.tmdb.org/t/p/original/58Y4CjcRX8AtMNtI0AXu9H7iebP.jpg,https://image.tmdb.org/t/p/original/1Z9wc3ZJpYTmUAEYi5PXhxup6kp.jpg,A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.,Cameron Crowe; Scott Rudin,Cameron Crowe,Cameron Crowe,Bradley Cooper; Emma Stone; Rachel McAdams; Bill Murray; John Krasinski,,,26250020,
Alpha Dog,2006,7.01075,3917,tt0426883,7457,https://trakt.tv/movies/alpha-dog-2006,2006-01-27,122,"crime,drama,thriller",https://image.tmdb.org/t/p/original/t9pirEsDxe102mSQGoDZWBbdcCD.jpg,https://image.tmdb.org/t/p/original/oxEvnbNAr1BFWX8XQ6KBU35uWN8.jpg,"Johnny Truelove likes to see himself as tough. He's the son of an underworld figure and a drug dealer. Johnny also likes to get tough when things don't go his way. When Jake Mazursky fails to pay up for Johnny, things get worse for the Mazursky family, as Johnny and his 'gang' kidnap Jake's 15 year old brother and holds him hostage. Problem now is what to do with 'stolen boy?'",Chuck Pacheco; Sidney Kimmel,Nick Cassavetes,Nick Cassavetes,Emile Hirsch; Bruce Willis; Amanda Seyfried; Justin Timberlake; Shawn Hatosy,,,32400000,
Ambulance,2022,6.58869,601849,tt4998632,763285,https://trakt.tv/movies/ambulance-2022,2022-03-25,136,"thriller,action,crime",https://image.tmdb.org/t/p/original/hUbgg3mMSbY9PlpTxBo4IFUVSd6.jpg,https://image.tmdb.org/t/p/original/vwp5ycCyynwDUb2b79yww1bSXAo.jpg,"Decorated veteran Will Sharp, desperate for money to cover his wife's medical bills, asks for help from his adoptive brother Danny. A charismatic career criminal, Danny instead offers him a score: the biggest bank heist in Los Angeles history: $32 million.",Bradley J. Fischer; Ian Bryce; James Vanderbilt; Michael Bay; William Sherak,Michael Bay,Chris Fedak,Jake Gyllenhaal; Yahya Abdul-Mateen II; Eiza González; Garret Dillahunt; Keir O'Donnell,,,52303589,
American Assassin,2017,6.94711,260759,tt1961175,415842,https://trakt.tv/movies/american-assassin-2017,2017-09-15,112,"thriller,action,adventure",https://image.tmdb.org/t/p/original/w6vjeHx3UEaBXIyc8VFqyZYKznD.jpg,https://image.tmdb.org/t/p/original/wb78lmqAXsUVG84xrmAOJBfgZHr.jpg,"Following the murder of his fiancée, Mitch Rapp trains under the instruction of Cold War veteran Stan Hurley. The pair then is enlisted to investigate a wave of apparently random attacks on military and civilian targets.",Lorenzo di Bonaventura; Nick Wechsler,Michael Cuesta,Edward Zwick; Marshall Herskovitz; Michael Finch; Stephen Schiff,Dylan O'Brien; Michael Keaton; Taylor Kitsch; Shiva Negar; Sanaa Lathan,,,67200000,
American Flyers,1985,7.03846,8388,tt0088707,14040,https://trakt.tv/movies/american-flyers-1985,1985-08-16,113,drama,https://image.tmdb.org/t/p/original/sa8otETzs4ZJ77s7LypCmD0zzQe.jpg,https://image.tmdb.org/t/p/original/9yPojPY2WGbo3ORT7zCy0IHZ72n.jpg,"When Dr. Marcus Sommers realizes that he and his troubled, estranged brother David may be prone a fatal brain disease that runs in their family, he decides to make peace with his sibling, and invites him on a trip to the Rockies. There, the brothers bond over their shared enthusiasm for cycling and decide to enter a grueling bike race through the mountains. However, Marcus' health soon begins to fail, and David must compete without his brother at his side.",Gareth Wigan; Paula Weinstein,John Badham,Steve Tesich,Kevin Costner; David Marshall Grant; Rae Dawn Chong; Alexandra Paul; Janice Rule,,,1400000,
